building_id,event_id,start,end,pts,AE_mean,AE_max,AE_sum,thr_mean,thr_max,neg_AE_max,pos_AE_max,duration_h,type,severity_ratio_max,severity_ratio_mean
1411,9,2025-12-15 01:30:00+00:00,2025-12-15 02:15:00+00:00,4,1.7705954417652876,2.3992342473400257,7.08238176706115,1.5571092273733558,2.2174150164852984,2.3992342473400257,2.3069226712609776,1.0,OVER,1.0819960311908228,1.1371041996533897
1411,10,2025-12-17 03:15:00+00:00,2025-12-17 04:00:00+00:00,4,1.432930598004262,2.081173022945947,5.731722392017048,1.1500359206783641,1.6829923558299154,0.0,2.081173022945947,1.0,OVER,1.2365908946268989,1.2459876880706722
1411,11,2025-12-19 21:00:00+00:00,2025-12-19 21:45:00+00:00,4,4.321092753342375,5.592221733122678,17.2843710133695,3.7353919607136516,5.213585902476705,5.592221733122678,0.0,1.0,OVER,1.0726248378234455,1.156797679812114
1411,12,2025-12-22 04:30:00+00:00,2025-12-22 05:15:00+00:00,4,17.129682240781232,45.21404733803516,68.51872896312493,10.983303319522118,27.021198884675584,45.21404733803516,12.047500559476621,1.0,OVER,1.6732805798515922,1.559611142700058
1411,13,2025-12-31 11:15:00+00:00,2025-12-31 12:00:00+00:00,4,3.5792033817914017,4.537163909483468,14.316813527165607,3.215188324194349,4.428789361728295,2.941752402800333,4.537163909483468,1.0,OVER,1.0244704678645815,1.113217336246786
1541,1,2025-10-03 22:45:00+00:00,2025-10-03 23:30:00+00:00,4,14.828242310216432,19.45001812740949,59.312969240865726,11.930138926823592,18.01468705709207,19.45001812740949,0.0,1.0,OVER,1.079675603898562,1.2429228528828593
1541,2,2025-10-10 18:00:00+00:00,2025-10-10 18:45:00+00:00,4,13.363390554606266,19.458780085489547,53.45356221842506,11.161463316955551,16.625020251840176,12.057326348109651,19.458780085489547,1.0,OVER,1.170451511680758,1.1972794404391163
1541,3,2025-10-12 09:15:00+00:00,2025-10-12 10:00:00+00:00,4,36.07837595016801,64.74466088884628,144.31350380067204,26.605825440371014,52.04370637318024,0.0,64.74466088884628,1.0,OVER,1.2440440045640415,1.3560329496646093
1541,4,2025-10-13 05:45:00+00:00,2025-10-13 06:30:00+00:00,4,28.207395972597745,55.49667425340377,112.82958389039098,19.23742519883722,41.15271014956877,7.756370164130022,55.49667425340377,1.0,OVER,1.3485545435939,1.4662770969112178
1541,5,2025-10-17 12:00:00+00:00,2025-10-17 12:45:00+00:00,4,16.10700509561562,21.202165988935903,64.42802038246248,14.006345788259232,20.007216994853323,0.0,21.202165988935903,1.0,OVER,1.0597258976293389,1.1499791122619047
1541,6,2025-10-19 09:00:00+00:00,2025-10-19 10:00:00+00:00,5,38.79357359977107,78.62368074368099,193.96786799885535,29.19858921100472,61.84389735726772,30.421649631504174,78.62368074368099,1.25,OVER,1.2713248049274397,1.3286112325300319
1541,7,2025-10-26 05:30:00+00:00,2025-10-26 06:15:00+00:00,4,11.04389582233535,15.024310054137285,44.1755832893414,9.407733422974042,12.899751411600626,15.024310054137285,9.582984253096122,1.0,OVER,1.164697642206195,1.173916747615928
1541,8,2025-10-27 09:45:00+00:00,2025-10-27 10:30:00+00:00,4,24.734045541574787,39.34552614364712,98.93618216629915,21.461018345814797,32.33502359863667,0.0,39.34552614364712,1.0,OVER,1.216808332414702,1.1525103395849936
1541,9,2025-11-29 18:30:00+00:00,2025-11-29 22:15:00+00:00,4,13.74560235119424,19.74951623323847,54.98240940477696,10.631491646485786,16.875901416310963,14.635153869663704,19.74951623323847,1.0,OVER,1.1702791895993234,1.2929138081708238
1541,10,2025-12-06 09:15:00+00:00,2025-12-06 10:00:00+00:00,4,45.576376719933464,80.25127895070028,182.30550687973385,34.26235972202226,63.958897315187464,17.60163526807215,80.25127895070028,1.0,OVER,1.2547320594853983,1.330217097996291
1541,11,2025-12-12 05:45:00+00:00,2025-12-12 06:30:00+00:00,4,29.025294491374336,82.39970156089998,116.10117796549734,18.186550091251398,46.90691395133982,0.0,82.39970156089998,1.0,OVER,1.7566643085149365,1.5959758363042638
1541,12,2025-12-13 09:00:00+00:00,2025-12-13 10:00:00+00:00,5,39.6073572348812,86.87284233852482,198.036786174406,31.652336335956782,62.73729361094799,30.363135477764917,86.87284233852482,1.25,OVER,1.384708159029752,1.2513249200466627
1541,13,2025-12-16 15:45:00+00:00,2025-12-16 16:30:00+00:00,4,17.07921589148626,26.883778865828354,68.31686356594504,14.564549221608075,22.04825970427145,0.0,26.883778865828354,1.0,OVER,1.2193152306084325,1.172656676950043
1541,14,2025-12-27 06:45:00+00:00,2025-12-27 07:30:00+00:00,4,18.508491899426645,36.81818941431787,74.03396759770658,13.542635574012923,25.842767263005022,0.0,36.81818941431787,1.0,OVER,1.424699957230378,1.3666831539750464
1541,1,2025-11-17 21:15:00+00:00,2025-11-17 22:00:00+00:00,4,22.70426749257362,49.2812316244805,90.81706997029448,19.430308256227192,47.63514635326841,49.2812316244805,0.0,1.0,UNDER,1.034556108193822,1.1684975448239305
271,1,2025-10-31 18:30:00+00:00,2025-10-31 19:15:00+00:00,4,7.986309617227238,9.944851013877496,31.94523846890895,7.012676519116683,9.669797387836837,6.908658440100698,9.944851013877496,1.0,OVER,1.028444611092538,1.138839014669565
271,2,2025-11-13 19:30:00+00:00,2025-11-13 20:15:00+00:00,4,12.27860959368099,19.2334556325362,49.11443837472396,9.995995509540162,15.239986669452765,19.2334556325362,9.93480394415068,1.0,OVER,1.2620388750790705,1.2283528520958522
271,3,2025-11-16 00:15:00+00:00,2025-11-16 01:15:00+00:00,5,22.942590189150415,44.535814566377766,114.71295094575207,16.775111059542773,36.58975012765919,44.535814566377766,9.920577313877864,1.25,OVER,1.2171664034598568,1.3676565304227408
271,4,2025-11-17 10:30:00+00:00,2025-11-17 11:15:00+00:00,4,32.323217901219664,54.65423605565364,129.29287160487866,23.195386612354213,44.78301925809012,54.65423605565364,53.273666243692404,1.0,OVER,1.2204232086424203,1.3935192562819294
271,5,2025-11-25 15:15:00+00:00,2025-11-25 16:00:00+00:00,4,55.58375980137902,85.97055315401427,222.33503920551607,42.68902043398688,70.43986762756013,85.97055315401427,12.549783250626803,1.0,OVER,1.2204814695077257,1.3020621985770837
271,6,2025-11-27 22:15:00+00:00,2025-11-27 23:00:00+00:00,4,8.680873645427774,9.98159780631427,34.723494581711094,7.7226295600187065,9.85198436810768,8.306988235204429,9.98159780631427,1.0,OVER,1.0131560742855183,1.1240826169327156
271,7,2025-12-11 06:15:00+00:00,2025-12-11 07:00:00+00:00,4,23.5202147686145,29.072639320392078,94.080859074458,18.35764288013808,27.472032164974863,0.0,29.072639320392078,1.0,OVER,1.0582631508948905,1.281221936943878
271,8,2025-12-28 21:30:00+00:00,2025-12-28 22:15:00+00:00,4,13.933936230555425,16.68703457489167,55.7357449222217,12.01928480252973,16.39034783901649,16.493530135080675,16.68703457489167,1.0,OVER,1.0181013080862709,1.1592982826750817
321,1,2025-10-16 18:45:00+00:00,2025-10-16 19:30:00+00:00,4,1.4178859198894402,1.939142261261475,5.671543679557761,1.223760943716556,1.7340038617900682,0.0,1.939142261261475,1.0,OVER,1.1183033117698111,1.158629818323281
321,2,2025-11-19 22:30:00+00:00,2025-11-19 23:15:00+00:00,4,2.4373845454444973,3.6769359811773725,9.74953818177799,2.061942768356723,3.0438887539960016,0.0,3.6769359811773725,1.0,OVER,1.2079731811322967,1.1820815702789778
321,3,2025-12-03 18:00:00+00:00,2025-12-03 18:45:00+00:00,4,2.4910373434739013,3.408271078620853,9.964149373895605,2.1901220118037474,3.1982159815033064,3.408271078620853,3.282832346891361,1.0,OVER,1.0656788341789258,1.1373966062385379
321,4,2025-12-18 04:15:00+00:00,2025-12-18 05:15:00+00:00,5,3.547029710539205,11.865539913665565,17.735148552696025,2.3605194810219117,6.82826652342597,2.2489167810349766,11.865539913665565,1.25,OVER,1.7377089592150579,1.5026479294310384
321,5,2025-12-30 07:45:00+00:00,2025-12-30 08:30:00+00:00,4,1.7513469758041906,2.850168465589867,7.0053879032167625,1.4674456468337813,2.2543566741200234,0.9409376422495654,2.850168465589867,1.0,OVER,1.2642934892733493,1.193466333545618
351,1,2025-10-04 17:45:00+00:00,2025-10-04 18:30:00+00:00,4,10.130931359283842,12.56676458131513,40.52372543713537,7.861594927130412,11.832137005797739,0.0,12.56676458131513,1.0,OVER,1.0620874804912608,1.288661073635572
351,2,2025-10-05 07:30:00+00:00,2025-10-05 08:15:00+00:00,4,20.002781628009686,34.62299734832487,80.01112651203874,15.504655212863074,26.089671344002156,9.433873750245612,34.62299734832487,1.0,OVER,1.3270767918770456,1.29011457226181
351,3,2025-10-08 05:45:00+00:00,2025-10-08 06:30:00+00:00,4,27.705646124348732,30.948374249979878,110.82258449739493,22.267656382669557,29.328500013948045,30.948374249979878,29.532978450701187,1.0,OVER,1.055232086034453,1.2442102414473868
351,4,2025-10-10 05:45:00+00:00,2025-10-10 06:30:00+00:00,4,25.878288473051782,29.120837670855778,103.51315389220713,20.72738753421208,27.552077860067556,29.120837670855778,28.607991060446928,1.0,OVER,1.056937985539809,1.2485070021650224
351,5,2025-10-20 20:30:00+00:00,2025-10-20 21:15:00+00:00,4,7.878679643397256,10.468383013848026,31.514718573589025,6.836166981052326,9.5722091751317,8.642890859401362,10.468383013848026,1.0,OVER,1.0936224671149641,1.1524995900823434
351,6,2025-10-24 21:30:00+00:00,2025-10-24 22:15:00+00:00,4,13.750615690442219,20.002481160399046,55.002462761768875,12.06771283101566,17.517317785979053,9.747686122786444,20.002481160399046,1.0,OVER,1.1418689439092742,1.1394549972304007
351,7,2025-11-03 10:00:00+00:00,2025-11-03 10:45:00+00:00,4,22.913397709252724,29.41327111333195,91.6535908370109,19.047133924861438,26.819929990634446,20.443359332509342,29.41327111333195,1.0,OVER,1.0966945522826907,1.202984018469299
351,8,2025-11-09 21:15:00+00:00,2025-11-09 22:00:00+00:00,4,15.719732730275656,19.971923120532523,62.87893092110262,12.57333151287165,19.332410144139274,4.073664761839691,19.971923120532523,1.0,OVER,1.0330798370004126,1.2502440354955209
351,9,2025-11-16 02:00:00+00:00,2025-11-16 09:45:00+00:00,4,19.963900743007997,29.75857764905997,79.85560297203199,16.776505220749304,25.490447612764324,29.75857764905997,20.733059147802013,1.0,OVER,1.16744037221843,1.1899916269996744
351,10,2025-11-20 07:15:00+00:00,2025-11-20 08:00:00+00:00,4,21.17425512128908,28.09924014228875,84.69702048515632,17.321704136071936,25.956547023102523,0.0,28.09924014228875,1.0,OVER,1.0825492357392195,1.2224117762867406
351,11,2025-11-27 06:45:00+00:00,2025-11-27 07:30:00+00:00,4,11.984394814852212,14.767271895052403,47.93757925940885,9.704716904097825,14.016067914848218,14.320400586914566,14.767271895052403,1.0,OVER,1.053595914686485,1.2349041124313263
351,12,2025-12-01 05:15:00+00:00,2025-12-01 06:00:00+00:00,4,19.998322355265895,24.437734423159498,79.99328942106358,17.563178412343547,23.4246048870039,24.437734423159498,0.0,1.0,OVER,1.0432506563522739,1.1386505270145697
351,13,2025-12-14 21:15:00+00:00,2025-12-14 22:15:00+00:00,5,14.65927073954128,23.135434336512795,73.2963536977064,12.448488499542858,20.874207420337857,23.135434336512795,8.557501493714206,1.25,OVER,1.1083263604045541,1.1775944316516505
351,14,2025-12-15 06:00:00+00:00,2025-12-15 06:45:00+00:00,4,9.799786638500986,14.205023945955169,39.199146554003946,7.500529021230179,12.249486333275545,12.813300991152126,14.205023945955169,1.0,OVER,1.1596424176063151,1.306546059719625
351,15,2025-12-18 03:15:00+00:00,2025-12-18 04:00:00+00:00,4,7.374037402944114,9.744693866133101,29.496149611776456,6.729404527126533,9.379678404627619,4.351591353540073,9.744693866133101,1.0,OVER,1.038915562534148,1.0957934499581703
351,16,2025-12-19 21:45:00+00:00,2025-12-19 22:30:00+00:00,4,6.498481063445956,10.649080608376028,25.993924253783824,5.054741689112535,8.50478214802915,1.5290003007429647,10.649080608376028,1.0,OVER,1.2521285581481691,1.2856208018390154
421,1,2025-10-03 06:00:00+00:00,2025-10-03 06:45:00+00:00,4,2.5676786767089546,6.042482345210276,10.270714706835818,1.702551375083766,3.951142483426494,6.042482345210276,0.0,1.0,OVER,1.5293000367757275,1.508135798006462
421,2,2025-10-14 06:00:00+00:00,2025-10-14 06:45:00+00:00,4,7.729755380130923,10.377048315919058,30.919021520523692,5.969124441892198,8.920275447267075,8.051328293606254,10.377048315919058,1.0,OVER,1.1633103010398964,1.2949563131708826
421,3,2025-10-15 06:00:00+00:00,2025-10-15 06:45:00+00:00,4,6.001544802636285,7.672268032222398,24.00617921054514,4.62548303580152,6.960536473471729,6.817625558231626,7.672268032222398,1.0,OVER,1.1022523998636093,1.2974957979921153
421,4,2025-11-06 05:45:00+00:00,2025-11-06 06:30:00+00:00,4,3.165660111659279,4.664822554752181,12.662640446637116,2.363271694787,4.128881342904527,4.664822554752181,4.402248135829428,1.0,OVER,1.1298030065137783,1.3395244053581397
421,5,2025-11-06 14:00:00+00:00,2025-11-06 14:45:00+00:00,4,3.8391159549079963,7.094708244824048,15.356463819631985,2.9034889578113536,5.303023240514967,3.89361348805755,7.094708244824048,1.0,OVER,1.3378610507720676,1.3222423128489929
421,6,2025-11-11 05:15:00+00:00,2025-11-11 06:15:00+00:00,5,6.375600240855007,13.802883041046819,31.878001204275037,4.640194589366077,10.364289815326076,7.83535183180769,13.802883041046819,1.25,OVER,1.3317731641039179,1.3739941543542065
421,7,2025-11-17 05:15:00+00:00,2025-11-17 06:00:00+00:00,4,3.0151548261299688,5.807323136950094,12.060619304519875,2.071446589594438,4.350468912812362,0.0,5.807323136950094,1.0,OVER,1.3348729190656252,1.4555793237808252
421,8,2025-11-18 05:45:00+00:00,2025-11-18 06:45:00+00:00,5,3.944795508194903,8.654422514480816,19.723977540974516,2.938272100251994,6.443877421023993,5.156463476169872,8.654422514480816,1.25,OVER,1.343045801312829,1.3425562281507513
421,9,2025-11-21 06:00:00+00:00,2025-11-21 06:45:00+00:00,4,5.774218116151693,9.969947008649019,23.096872464606772,4.301391679994027,7.73493662615593,5.9960039604539865,9.969947008649019,1.0,OVER,1.288950057449124,1.3424069570338946
421,10,2025-11-26 05:45:00+00:00,2025-11-26 06:30:00+00:00,4,3.2118363484809413,7.65123471281623,12.847345393923765,2.3975828949411353,4.841735365859853,7.65123471281623,2.0691147954231077,1.0,OVER,1.5802670188806223,1.3396143070831332
421,11,2025-11-30 18:00:00+00:00,2025-11-30 18:45:00+00:00,4,1.3288033524132206,1.7203188729382273,5.315213409652882,1.1927259261545486,1.6341179038590004,0.0,1.7203188729382273,1.0,OVER,1.0527507647249086,1.114089434357646
421,12,2025-12-04 09:30:00+00:00,2025-12-04 10:15:00+00:00,4,1.0701050240174812,1.2681948788657493,4.280420096069925,0.9168176985631284,1.2260231545400402,1.1757426029044726,1.2681948788657493,1.0,OVER,1.034397167924231,1.1671949894669251
421,13,2025-12-15 05:00:00+00:00,2025-12-15 06:00:00+00:00,5,3.185216906401808,9.338337480543757,15.926084532009039,2.097744842603545,5.975999120377825,0.0,9.338337480543757,1.25,OVER,1.5626403706621284,1.5184005421977744
421,14,2025-12-16 06:00:00+00:00,2025-12-16 06:45:00+00:00,4,3.679732265457101,5.083736635478303,14.718929061828405,2.832625495186652,4.575584784751246,5.083736635478303,4.950317820153451,1.0,OVER,1.1110572472442302,1.2990535712221394
421,15,2025-12-17 05:45:00+00:00,2025-12-17 06:45:00+00:00,5,2.7638088717027403,5.0391041153703675,13.819044358513702,2.129886781565259,4.258316970096575,5.0391041153703675,4.371424305813072,1.25,OVER,1.1833558071784602,1.2976318251393673
421,16,2025-12-29 18:15:00+00:00,2025-12-29 19:00:00+00:00,4,5.356989587429332,11.56328879403955,21.42795834971733,3.5126074689626474,8.164626072148707,0.9759843795952001,11.56328879403955,1.0,OVER,1.4162667943219607,1.5250749293120909
611,1,2025-10-05 05:15:00+00:00,2025-10-05 06:00:00+00:00,4,2.0286692614870243,4.206436523021509,8.114677045948097,1.590365437108853,2.8780591522004784,4.206436523021509,0.0,1.0,OVER,1.4615531858702044,1.2755994403242126
611,2,2025-10-09 05:30:00+00:00,2025-10-09 06:15:00+00:00,4,22.910083218762306,63.18754383637519,91.64033287504922,13.448212659428219,37.768139599122115,21.836607442860874,63.18754383637519,1.0,OVER,1.6730382938386492,1.7035782969048008
611,3,2025-10-13 05:00:00+00:00,2025-10-13 05:45:00+00:00,4,7.77848549608912,11.631349210139447,31.11394198435648,5.790041068806786,10.05871311844379,0.0,11.631349210139447,1.0,OVER,1.1563456550731177,1.34342492629195
611,4,2025-10-18 18:15:00+00:00,2025-10-18 19:00:00+00:00,4,13.137485047761828,44.86003125003091,52.54994019104731,7.298037458107769,23.428618723193416,1.7342874897078442,44.86003125003091,1.0,OVER,1.9147535661426438,1.8001394379206306
611,5,2025-10-23 15:00:00+00:00,2025-10-23 15:45:00+00:00,4,5.667705108105636,7.068704077804739,22.670820432422545,4.865625422459075,6.5739746826313255,0.0,7.068704077804739,1.0,OVER,1.0752557499925435,1.1648461638547571
611,6,2025-10-30 05:30:00+00:00,2025-10-30 06:30:00+00:00,5,33.814681633222506,61.511895222594546,169.07340816611253,24.89149816077341,53.508553395365645,22.196902191771926,61.511895222594546,1.25,OVER,1.1495712614036406,1.3584831822823413
611,7,2025-11-03 00:30:00+00:00,2025-11-03 01:15:00+00:00,4,34.43038107861838,96.87755889690777,137.72152431447353,22.091934832915754,55.400014188125056,17.502219553307746,96.87755889690777,1.0,OVER,1.7486919510153012,1.558504555577406
611,8,2025-11-09 05:30:00+00:00,2025-11-09 06:15:00+00:00,4,8.153573811134219,12.53988861923112,32.614295244536876,6.2656633103967145,10.836185588314269,11.169657547425455,12.53988861923112,1.0,OVER,1.157223500560393,1.301310556793702
611,9,2025-11-20 00:15:00+00:00,2025-11-20 01:00:00+00:00,4,4.462311171557198,5.960363388526304,17.849244686228793,3.8789548883513234,5.592577434328571,5.960363388526304,4.50161237195362,1.0,OVER,1.0657632296586856,1.1503900663959048
611,10,2025-11-26 19:00:00+00:00,2025-11-26 19:45:00+00:00,4,6.926163454690725,11.265891620042943,27.7046538187629,5.2188195260488355,9.230795244051851,10.270905777184439,11.265891620042943,1.0,OVER,1.2204681527631618,1.327151364426376
611,11,2025-12-06 15:15:00+00:00,2025-12-06 16:15:00+00:00,5,2.69944506796613,3.7204404224671848,13.49722533983065,2.4546548533438726,3.6221611662998625,0.0,3.7204404224671848,1.25,OVER,1.0271327673328565,1.0997249019709594
611,12,2025-12-08 05:30:00+00:00,2025-12-08 06:15:00+00:00,4,35.99472232628337,81.91958190037623,143.9788893051335,24.14492583927477,52.42626655627443,26.37816177571741,81.91958190037623,1.0,OVER,1.5625675311524165,1.490777920209364
611,13,2025-12-22 00:00:00+00:00,2025-12-22 00:45:00+00:00,4,10.899836798572563,14.38803827541831,43.59934719429025,8.463499581077386,13.50963371541811,14.38803827541831,0.0,1.0,OVER,1.0650206051847064,1.2878640442001459
8213,1,2025-10-03 03:30:00+00:00,2025-10-03 04:15:00+00:00,4,2.210985023769484,4.255854667939817,8.843940095077937,1.4872069256190312,3.2289190655799045,4.255854667939817,3.5075568118043297,1.0,OVER,1.3180431536073443,1.4866693972993632
8213,2,2025-10-21 21:15:00+00:00,2025-10-21 22:15:00+00:00,5,0.7341569648843317,1.2279511364644666,3.6707848244216583,0.6296606056283733,1.041247635600099,1.2279511364644666,0.8438581611920148,1.25,OVER,1.179307490822551,1.165956641279274
8213,3,2025-11-02 08:15:00+00:00,2025-11-02 09:00:00+00:00,4,4.123694773731332,11.131806799960158,16.494779094925327,2.652335127276345,6.377183379264938,1.8784478712628987,11.131806799960158,1.0,OVER,1.7455679314718495,1.5547412283326016
8213,4,2025-11-12 21:30:00+00:00,2025-11-12 22:15:00+00:00,4,0.8008633288441214,1.2537987146445662,3.2034533153764855,0.6186293263725324,1.0291523205203674,1.2537987146445662,0.9360269726890991,1.0,OVER,1.218282939896216,1.2945770507521162
8213,5,2025-11-13 21:00:00+00:00,2025-11-13 22:00:00+00:00,5,0.618369023040045,1.3004902518511332,3.091845115200225,0.5247637606880682,0.9481114250518412,0.0,1.3004902518511332,1.25,OVER,1.3716639389510832,1.178376003383393
8213,6,2025-11-17 21:15:00+00:00,2025-11-17 22:00:00+00:00,4,1.6821449928984111,3.1796347183835865,6.7285799715936445,1.2052876273192958,2.434405049888949,0.0,3.1796347183835865,1.0,OVER,1.3061239412597476,1.39563781687505
8213,7,2025-11-18 21:15:00+00:00,2025-11-18 22:00:00+00:00,4,1.2889592272532773,2.0113630335902153,5.155836909013109,0.9584187683502794,1.7059518014466561,0.48476670439059255,2.0113630335902153,1.0,OVER,1.1790268821689855,1.3448810372025115
8213,8,2025-11-20 20:45:00+00:00,2025-11-20 22:00:00+00:00,6,0.8076169677959633,1.8309539814700093,4.8457018067757796,0.6552836398802068,1.3790916711819359,0.4092060634061294,1.8309539814700093,1.5,OVER,1.327652120399516,1.232469298247099
8213,9,2025-12-01 21:00:00+00:00,2025-12-01 22:00:00+00:00,5,1.4744732500982747,2.883231040913588,7.372366250491373,1.1290686474449985,2.359694317849433,0.0,2.883231040913588,1.25,OVER,1.221866332051557,1.3059199309403393
8213,10,2025-12-15 21:15:00+00:00,2025-12-15 22:00:00+00:00,4,1.4633217652493578,2.8826960919908404,5.853287060997431,1.0672863702118969,2.0315386821873003,0.0,2.8826960919908404,1.0,OVER,1.4189717957460317,1.371067602932878
