timestamp,building_id,y_true,y_pred,over_flag,under_flag,anomaly_point
2025-10-02 08:15:00+00:00,8213,5.200000000058935,5.255004070190273,0,0,0
2025-10-02 08:30:00+00:00,8213,5.200000000058935,5.001900910601105,0,0,0
2025-10-02 08:45:00+00:00,8213,5.199999999831562,4.867298320177822,0,0,0
2025-10-02 09:00:00+00:00,8213,4.900000000134241,4.842140015944397,0,0,0
2025-10-02 09:15:00+00:00,8213,4.899999999906868,4.659870372078229,0,0,0
2025-10-02 09:30:00+00:00,8213,4.800000000159344,4.599136596442163,0,0,0
2025-10-02 09:45:00+00:00,8213,4.699999999957072,4.441361569251946,0,0,0
2025-10-02 10:00:00+00:00,8213,4.100000000107684,4.325951628093425,0,0,0
2025-10-02 10:15:00+00:00,8213,4.899999999906868,4.120105100678725,0,0,0
2025-10-02 10:30:00+00:00,8213,6.799999999884676,3.885240750545691,0,0,0
2025-10-02 10:45:00+00:00,8213,5.699999999933425,4.163344020347735,0,0,0
2025-10-02 11:00:00+00:00,8213,4.30000000005748,4.221906979186226,0,0,0
2025-10-02 11:15:00+00:00,8213,3.900000000157888,3.949341798904859,0,0,0
2025-10-02 11:30:00+00:00,8213,3.8999999999305146,3.797981552235895,0,0,0
2025-10-02 11:45:00+00:00,8213,3.6000000000058208,3.847401727919636,0,0,0
2025-10-02 12:00:00+00:00,8213,3.2999999998537533,3.4803276992143743,0,0,0
2025-10-02 12:15:00+00:00,8213,3.100000000131331,3.462197079921717,0,0,0
2025-10-02 12:30:00+00:00,8213,3.100000000131331,3.3132646828636823,0,0,0
2025-10-02 12:45:00+00:00,8213,2.599999999802094,2.6756388109948945,0,0,0
2025-10-02 13:00:00+00:00,8213,2.7999999999792635,2.5614846160495697,0,0,0
2025-10-02 13:15:00+00:00,8213,2.7000000000043656,2.617075397575885,0,0,0
2025-10-02 13:30:00+00:00,8213,2.200000000129876,2.574990527964002,0,0,0
2025-10-02 13:45:00+00:00,8213,2.099999999927604,2.286903078936914,0,0,0
